,breadscrum,cod_item,cod_item_pai,nome,situacao,sigiloso,assunto_secundario,crime_antecedente,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
1981,287:3603:3618:10514,10514,3618,Utilização de Embrião Humano em Desacordo com a Legislação,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
1982,287:3603:3618:10515,10515,3618,"Prática de engenharia genética em célula germinal, zigoto ou embrião humanos",A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
1983,287:3603:3618:10516,10516,3618,Clonagem Humana,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
1984,287:3603:3607:5885:10523,10523,5885,Despenalização / Descriminalização,A,N,N,N,N,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,S,S,S,S,S,S,S
1985,14:5913:5914:10527,10527,5914,Livros / Jornais / Periódicos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1986,14:5913:5914:10528,10528,5914,Entidades Sem Fins Lucrativos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1987,14:5913:5914:10529,10529,5914,Partidos Políticos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1988,14:5913:5914:10530,10530,5914,Imunidade Recíproca,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1989,14:5916:5946:10531,10531,5946,ICMS / Incidência Sobre o Ativo Fixo,A,N,N,N,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1990,14:5916:5917:10532,10532,5917,Incidência sobre Auxílio-condução,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1991,14:5916:5917:10533,10533,5917,Incidência sobre Auxílio-creche,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1992,14:5956:5972:10534,10534,5972,Taxa de Limpeza Pública,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1993,14:5956:5972:10535,10535,5972,Taxa de Iluminação Pública,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1994,14:5956:5972:10536,10536,5972,Taxa de Coleta de Lixo,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1995,14:5956:5972:10537,10537,5972,Taxa de Prevenção e Combate a Incêndio,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1996,14:5956:5972:10538,10538,5972,Taxa de Licenciamento de Estabelecimento,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1997,14:5978:10539,10539,5978,Capacidade Tributária,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1998,14:5913:10540,10540,5913,Competência Tributária,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
1999,14:5986:5987:10543,10543,5987,Depósito Judicial,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2000,14:5986:5990:5992:10544,10544,5992,Constitucionalidade do artigo 4º da LC 118/05,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2001,14:5986:5990:5992:10545,10545,5992,Constitucionalidade do artigo 46 da Lei 8212/91,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2002,14:5986:5990:5992:10546,10546,5992,Suspensão,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2003,14:5986:5990:5992:10547,10547,5992,Interrupção,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2004,14:5986:5990:5992:10548,10548,5992,Decretação de Ofício,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2005,14:5986:5990:5992:10546:10549,10549,10546,Arquivamento Administrativo - Crédito de Pequeno Valor,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2006,14:5986:5990:5992:10547:10550,10550,10547,Despacho de Citação,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2007,14:5986:5990:5993:10551,10551,5993,Constitucionalidade do artigo 45 da Lei 8212/91,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2008,14:5986:6008:10556,10556,6008,Exclusão - ICMS,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2009,14:5986:6008:10557,10557,6008,Exclusão - IPI,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2010,14:5986:6008:10558,10558,6008,Exclusão - Receitas Provenientes de Exportação,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2011,14:5986:6008:10559,10559,6008,Cálculo de ICMS &quot;por dentro&quot;,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2012,14:6021:10560,10560,6021,Quebra de Sigilo Bancário,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2013,14:6031:6033:10561,10561,6033,PIS - Importação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2014,14:6031:6033:10562,10562,6033,COFINS - Importação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2015,14:6031:6033:6036:10563,10563,6036,Compensação de Prejuízo,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2016,864:1697:10564,10564,1697,Contribuição Sindical Rural,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2017,14:6031:6044:10565,10565,6044,Contribuição Sindical Rural,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2018,195:6094:10567,10567,6094,Aposentadoria por Invalidez Acidentária,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2019,864:10568,10568,864,Prescrição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2020,864:10568:10569,10569,10568,Rural,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2021,864:10568:10570,10570,10568,FGTS,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2022,864:10568:10571,10571,10568,Acidente de Trabalho,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2023,9985:10157:10158:10159:10572,10572,10159,Termo de Adesão da LC 110/2001,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2024,8826:9148:10573,10573,9148,Prisão Civil,A,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,N,N,N,N,N,N
2025,899:5626:10577,10577,5626,Relações de Parentesco,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2026,899:7681:7691:10582,10582,7691,Rescisão / Resolução,A,N,N,N,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2027,899:7681:7691:7699:10585,10585,7699,Capitalização / Anatocismo,A,N,N,N,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2028,899:7681:7691:7699:10586,10586,7699,Limitação de Juros,A,N,N,N,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2029,9985:9986:10587,10587,9986,Proteção da Intimidade e Sigilo de Dados,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2030,899:7681:9580:4839:10588,10588,4839,Vícios de Construção,A,N,N,N,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2031,9985:10120:10589,10589,10120,Juros Compensatórios,A,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2032,899:7681:9580:4805:10590,10590,4805,Resgate de Contribuição,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2033,9985:10324:10337:10591,10591,10337,Inclusão de Dependente,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2034,899:7681:7690:10592,10592,7690,Desconto em folha de pagamento,A,N,N,N,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2035,9985:10324:10337:10593,10593,10337,Remuneração Mínima,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2036,899:10432:10448:10463:10595,10595,10463,Multa,A,N,N,N,S,S,S,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2037,9985:10324:10337:10596,10596,10337,Auxílio-invalidez,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2038,1156:7771:7617:10598,10598,7617,Cobrança indevida de ligações ,A,N,N,,S,S,S,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2039,1209:4263:4264:10599,10599,4264,Quesitos,A,N,N,N,S,N,S,N,N,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2040,1209:4263:4264:10600,10600,4264,Impedimento,A,N,N,N,S,N,S,N,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,S,N,S,N,N,N
2041,1209:4263:4264:10601,10601,4264,Suspeição,A,N,N,N,S,N,S,N,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,S,N,S,N,N,N
2042,1209:4263:4271:10602,10602,4271,Condicional do processo,A,N,N,,S,N,S,N,N,N,N,N,S,N,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2043,1209:4263:4271:10603,10603,4271,Parcelamento de crédito tributário,A,N,N,N,S,N,S,N,N,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2044,1209:10604,10604,1209,Investigação Penal,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2045,1209:10604:10605,10605,10604,Competência do MP,A,N,N,,S,S,S,N,N,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2046,1209:10604:10606,10606,10604,Cerceamento de Defesa,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2047,1209:10604:10607,10607,10604,Quebra do Sigilo Bancário,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2048,1209:10604:10608,10608,10604,Quebra do Sigilo Fiscal,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2049,1209:10604:10609,10609,10604,Quebra do Sigilo Telefônico,A,N,N,,S,S,S,S,S,S,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2050,1209:10604:10610,10610,10604,Trancamento,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2051,287:10620:10612,10612,10620,Tipicidade,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2052,287:10620:10613,10613,10620,Excludentes,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2053,287:10620:10612:10614,10614,10612,Abolitio Criminis,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2054,287:10620:10612:10615,10615,10612,Princípio da Insignificância,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2055,287:10620:10613:10616,10616,10613,Legítima Defesa,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2056,287:10620:10613:10617,10617,10613,Estado de Necessidade,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2057,287:10620:10613:10618,10618,10613,Estrito Cumprimento do Dever Legal,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2058,287:10620:10613:10619,10619,10613,Inexigibilidade de Conduta Diversa,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2059,287:10620,10620,287,Parte Geral,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2060,287:10620:10621,10621,10620,Aplicação da Pena,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2061,287:10620:10622,10622,10620,Extinção da Punibilidade,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2062,287:10620:10622:10623,10623,10622,Prescrição,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2063,287:10620:10622:10624,10624,10622,Perdão,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2064,287:10620:10622:10625,10625,10622,Anistia,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2065,287:10620:10622:10626,10626,10622,Indulto,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2066,287:10620:10622:10627,10627,10622,Pagamento ou Parcelamento do Crédito Tributário,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2067,287:10620:10621:10628,10628,10621,Substituição da Pena,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2068,1209:4263:10630,10630,4263,Transação,A,N,N,,S,N,S,N,N,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2069,1209:4291:10631,10631,4291,Desaforamento,A,N,N,N,S,S,S,N,S,N,N,N,S,N,S,N,N,N,N,N,N,S,S,N,N,N,S,N,S,N,N,N
2070,1209:10632,10632,1209,Prisão Temporária,A,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2071,287:10620:10621:10633,10633,10621,Regime inicial,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2072,287:10620:10634,10634,10620,Suspensão condicional da pena,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2073,1209:7942:7791:10635,10635,7791,Progressão de Regime,I,N,N,N,S,N,N,N,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,S,N,N,N
2074,1209:7942:7791:10636,10636,7791,Livramento condicional,A,N,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,S,S,N,N,N,S,N,S,N,N,N
2075,1209:7942:7791:10637,10637,7791,Remição,I,N,N,N,S,N,N,N,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,S,N,N,N
2076,9985:10219:10288:10638,10638,10288,Acumulação de Proventos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2077,1209:4263:10640,10640,4263,Prisão Decorrente de Sentença Condenatória,A,N,N,N,S,N,S,N,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,N,S,N,S,N,N,N
2078,1209:7942:10641,10641,7942,Penas do Código Penal Militar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
2079,287:10620:10642,10642,10620,Efeitos da Condenação,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2080,287:10620:10642:10643,10643,10642,Perda da Função Pública,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2081,287:10620:10642:10644,10644,10642,Perda de Bens e Valores,A,N,N,N,S,S,S,S,S,N,N,N,S,N,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
2082,9985:10645,10645,9985,Controle de Constitucionalidade,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2083,9985:10645:10646,10646,10645,Inconstitucionalidade Material,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2084,9985:10645:10647,10647,10645,Processo Legislativo,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2085,8826:8828:8829:10651,10651,8829,Competência dos Juizados Especiais,A,N,N,,S,S,S,N,N,S,S,N,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2086,8826:8828:8829:10652,10652,8829,Competência da Justiça do Trabalho,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N
2087,8826:8828:8829:10653,10653,8829,Competência da Justiça Federal,A,N,N,,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2088,8826:8828:8829:10654,10654,8829,Competência da Justiça Estadual,A,N,N,,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2089,8826:8842:8874:10655,10655,8874,Honorários Advocatícios,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,N,S,S,N,N,S,S,S,S,N,N,N
2090,8826:8842:8874:10656,10656,8874,Honorários Advocatícios em Execução Contra a Fazenda Pública,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2091,8826:8842:8874:10657,10657,8874,Honorários Advocatícios em FGTS ,A,N,N,,N,N,N,N,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2092,8826:8842:8874:10658,10658,8874,Custas,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2093,8826:8883:8884:10659,10659,8884,Suspeição,A,N,N,,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,N,S,S,N,S,S,S,S,S,S,S,S
2094,8826:8883:8884:10660,10660,8884,Impedimento,A,N,N,,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,S,S,S,S,S,S,S,S
2095,14:5916:5917:10661,10661,5917,Incidência sobre Abono de Permanência,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2096,9985:10219:10288:10662,10662,10288,Abono de Permanência,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
2097,8826:9045:10666,10666,9045,Regularidade Formal,A,N,N,,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
2098,9985:10219:10288:10667,10667,10288,Gratificações Estaduais Específicas,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2099,8826:9045:9060:10668,10668,9060,Fac-símile,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
2100,8826:9045:9060:10669,10669,9060,Protocolo Integrado / Descentralizado,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
2101,8826:9148:10670,10670,9148,Obrigação de Entregar,A,N,N,N,S,S,S,N,N,N,N,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N
2102,8826:9148:10671,10671,9148,Obrigação de Fazer / Não Fazer,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2103,8826:9148:10672,10672,9148,Precatório,A,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,S,N,S,S,N,S,N,N,N,N,N,N,N
2104,8826:9148:10673,10673,9148,Requisição de Pequeno Valor - RPV,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2105,9985:10186:10187:10675,10675,10187,Quinto Constitucional,A,N,N,,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,S,S,N,N,N,N,N,S,S,S,S
2106,8826:9148:10670:10676,10676,10670,Imissão na Posse,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2107,8826:9148:10670:10677,10677,10670,Busca e Apreensão,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2108,8826:9148:10672:10678,10678,10672,Sequestro de Verbas Públicas,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2109,8826:9148:10672:10679,10679,10672,Fracionamento,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,N,S,S,N,N,N
2110,8826:9148:10672:10680,10680,10672,Crédito Complementar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,N,S,S,N,N,N
2111,9985:10186:10213:10681,10681,10213,Aposentadoria / Pensão Especial,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2112,8826:9148:10683,10683,9148,Fato Superveniente ao Término do Prazo para Impugnação,A,N,N,,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2113,8826:9148:9149:10684,10684,9149,Juros,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2114,8826:9148:9149:10685,10685,9149,Correção Monetária,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2115,8826:9148:10686,10686,9148,Multa Cominatória / Astreintes,A,N,N,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2116,8826:9148:9149:10687,10687,9149,Taxa SELIC,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
2117,9633:10688,10688,9633,Medidas Sócio-educativas,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2118,14:5916:5917:10689,10689,5917,Correção da Tabela,A,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2119,14:5916:10690,10690,5916,IPMF - Imposto Provisório sobre Movimentação Financeira,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
2120,1209:4263:4271:10691,10691,4271,Questão Prejudicial,A,N,N,N,S,N,S,S,S,N,N,N,S,N,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
2121,9985:10157:10692,10692,10157,Tribunal de Contas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2122,9985:10219:10220:10239:10693,10693,10239,Cargo em Comissão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
2123,9985:10219:10695,10695,10219,Categorias Especiais de Servidor Público,A,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,S,S
