Orgao;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406
cachoeiro de itapemirim - 2ª vara da fazenda pública estadual, municipal, rp, ma e execuções fiscais - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;653;0;0;9;0;0
cachoeiro de itapemirim - 2ª vara fazenda pública estadual, municipal, reg públicos, meio ambiente e saúde - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;190;0;1465;2;0;5;0;0
cachoeiro de itapemirim - 3ª vara criminal - tjes (g1);0;0;0;30;97;0;0;19;2;6;0;1;0;0;0;0;0;0;0
cachoeiro de itapemirim - 3ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;128;3;50;3;0;2;0;0
cachoeiro de itapemirim - 3ª vara de família e órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;1;0;0
cachoeiro de itapemirim - 4ª vara criminal - tjes (g1);0;0;3;33;91;0;0;12;0;6;0;0;0;0;0;0;0;0;0
cachoeiro de itapemirim - 4ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;128;1;81;3;0;4;0;0
cachoeiro de itapemirim - 5ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;97;0;30;0;0;4;0;0
cacoal - 1ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;67;0;60;0;0;0;0;0
cacoal - 2ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;59;0;52;1;0;0;0;0
cacoal - 3ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;32;0;27;0;0;0;0;0
cacoal - 4ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;63;0;29;0;0;0;0;0
cambará - juízo único - tjpr (g1);0;0;0;4;44;0;0;0;0;10;0;43;0;18;0;0;2;8;0
cambé - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;256;0;179;20;0;24;0;0
cambé - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;16;0;0;4;0;0
cambé - juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
cambé - vara criminal - tjpr (g1);0;0;0;2;74;6;0;2;2;46;0;0;0;0;0;0;0;39;0
cambé - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
campina da lagoa - juízo único - tjpr (g1);0;0;0;18;42;0;0;0;0;9;0;32;0;10;2;0;6;12;0
campina grande do sul - vara criminal - tjpr (g1);0;0;0;18;118;4;4;0;0;20;0;0;0;0;0;0;0;14;0
campina grande do sul - vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;86;0;41;12;0;10;0;0
campina grande do sul - vara de família e sucessões, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial e juizado especial cível, criminal e da fazenda pública e infância e juventude - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
campo do brito - tjse (g1);0;1;0;7;33;2;0;0;1;3;0;100;0;117;0;0;1;1;0
campo largo - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;254;0;495;4;0;15;0;0
campo largo - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;443;0;0;8;0;0
campo largo - vara criminal - tjpr (g1);0;2;0;25;153;10;0;4;5;15;0;0;0;0;0;0;0;3;0
campo largo - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
campo mourão - 1ª vara criminal - tjpr (g1);0;0;0;92;52;8;2;0;0;18;0;0;0;0;0;0;0;10;0
campo mourão - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;142;0;86;14;0;10;0;0
campo mourão - 2ª vara criminal - tjpr (g1);0;2;0;121;111;6;0;4;0;25;0;0;0;0;0;0;0;0;0
campo mourão - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;100;0;59;2;0;12;0;0
campo mourão - juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
campo mourão - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0
canhoba - tjse (g1);0;0;0;10;11;1;0;0;0;0;0;188;0;80;0;0;1;0;0
canindé de são francisco - tjse (g1);0;1;0;40;206;13;3;6;1;8;0;277;3;213;2;0;13;0;0
cantagalo - juízo único - tjpr (g1);0;0;0;2;36;0;4;1;0;2;0;28;0;10;0;0;2;12;0
capanema - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;0;0;6;74;2;4;0;0;9;0;2;0;0;0;0;0;10;0
capanema - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;54;0;157;0;0;0;0;0
capela - tjse (g1);0;0;0;7;84;1;1;2;1;16;0;427;1;171;1;1;10;9;0
capitão leônidas marques - juízo único - tjpr (g1);0;0;0;2;74;3;2;0;2;16;0;16;0;6;6;0;4;8;0
cariacica - 1ª vara criminal - tjes (g1);0;0;0;30;101;40;0;1;0;5;0;0;0;0;0;0;0;1;0
cariacica - 1ª vara cível, órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;149;0;51;5;0;1;0;0
cariacica - 1ª vara de família - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
cariacica - 2ª vara criminal - tjes (g1);0;0;0;38;66;24;0;0;0;8;0;0;0;0;0;0;0;0;0
cariacica - 2ª vara cível, órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;163;0;40;7;0;1;0;0
cariacica - 3ª vara criminal - tjes (g1);0;0;0;35;129;11;0;0;1;7;0;0;0;0;0;0;0;0;0
cariacica - 3ª vara cível, órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;137;0;43;6;0;5;0;0
cariacica - 3ª vara de família - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0
cariacica - 4ª vara criminal - tribunal do juri - tjes (g1);0;0;0;59;216;2;1;0;2;4;1;0;0;0;0;0;0;0;0
cariacica - 4ª vara cível, órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;27;0;9;0;0;5;0;0
cariacica - 5ª criminal - violência doméstica - tjes (g1);0;0;0;66;42;0;0;115;0;7;0;0;0;0;0;0;0;0;0
cariacica - comarca da capital - vara da fazenda pública municipal - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;3796;0;0;4;0;0
cariacica - vara faz pub estadual/reg público/meio ambiente - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;67;1;0;0;0;2;0;0
cariacica - vara fazenda pública municipal - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;139;0;646;1;0;1;0;0
carira - tjse (g1);0;1;0;29;56;1;2;6;1;4;0;258;0;136;0;0;7;3;5
carlópolis - juízo único - tjpr (g1);0;0;0;6;9;0;0;0;0;0;0;46;0;13;6;0;2;0;0
carmópolis - tjse (g1);0;0;0;16;56;2;0;3;2;33;0;268;0;121;0;0;10;0;0
cartório dos f. cíveis, das relações de consumo, de família e suc, de registros públicos e fazenda - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;10;8;0;0;0;0
cartório dos feitos criminais, júri, execuções penais e de infância e juventude - tjba (g1);0;0;0;7;10;0;0;0;0;2;0;0;0;0;0;0;0;0;0
cartório judicial integrado de terra de areia - terra de areia - tjrs (g1);0;0;0;0;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0
cascavel - 1ª vara criminal - tjpr (g1);0;0;0;60;90;0;6;0;0;28;0;0;0;0;0;0;0;0;0
cascavel - 1ª vara cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;135;4;48;6;0;0;0;0
cascavel - 1ª vara de família e sucessões, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
cascavel - 1º juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
cascavel - 2ª vara criminal - tjpr (g1);0;2;0;34;92;8;0;0;0;30;0;0;0;0;0;0;0;0;0
cascavel - 2ª vara cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;158;0;39;0;0;4;0;0
cascavel - 2ª vara de família e sucessões e acidentes do trabalho - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;2;0;0;0;0;0
cascavel - 2º juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
cascavel - 3ª vara criminal - tjpr (g1);0;0;0;30;6;4;0;0;2;26;0;0;0;0;0;0;0;0;0
cascavel - 3ª vara cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;137;0;55;2;0;10;0;0
cascavel - 4ª vara criminal - tjpr (g1);0;0;0;28;20;4;0;0;4;28;0;0;0;0;0;0;0;0;0
cascavel - 4ª vara cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;38;0;30;0;0;2;0;0
cascavel - 5ª vara cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;42;0;24;0;0;0;0;0
cascavel - juizado de violência doméstica e familiar contra a mulher, vara de crimes contra crianças, adolescentes e idosos - tjpr (g1);0;0;0;12;16;0;2;0;0;23;0;0;0;0;0;0;0;0;0
cascavel - vara da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;67;0;132;0;0;10;0;0
cascavel - vara de execuções penais e corregedoria dos presídios - tjpr (g1);0;0;0;0;0;0;0;0;0;4;22;0;0;0;0;0;0;14;4
castelo - 1ª vara - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;386;0;815;28;0;87;0;0
castelo - 2ª vara - tjes (g1);0;0;0;28;68;6;0;1;1;33;0;17;0;0;0;0;4;59;8
castro - vara criminal - tjpr (g1);0;0;0;58;66;10;2;2;2;30;0;0;0;0;0;0;0;30;0
castro - vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;93;0;178;4;0;2;1;0
castro - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
catanduvas - juízo único - tjpr (g1);0;0;0;16;49;8;0;0;0;12;0;31;0;16;0;0;0;4;0
cedro de são joão - tjse (g1);0;0;0;5;44;0;0;3;0;1;0;175;1;46;0;0;0;0;0
cejusc cascavel - pro - cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
cejusc curitiba - fórum cível - pro - cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
cejusc curitiba - fórum cível - pro - fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
cejusc i - cível - familia - fazenda - mamanguape - tjpb - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
cejusc i - cível - guarabira - fpl/uepb - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
cejusc ii - varas cíveis - tjpb/iesp - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
cejusc maringá - pro - cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0
cejusc toledo - pro - criminal - tjpr (g1);0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cejusc v - varas cíveis - tjpb - cesrei - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
cejusc vi - varas de família - mangabeira -tjpb/fesp - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
centenário do sul - juízo único - tjpr (g1);0;0;0;32;36;0;2;0;0;10;0;43;0;4;0;0;0;4;0
central de administração    - sdcr - tjmt (g1);0;0;0;12;0;0;0;13;0;11;0;11;0;2;3;0;5;0;0
central de administração   - sdcr - tjmt (g1);0;0;0;49;0;0;1;4;0;5;0;14;0;16;1;0;2;0;0
central de administração  - sdcr - tjmt (g1);0;0;0;29;0;0;1;21;2;22;0;57;0;20;5;0;17;0;0
central de administração - comarca da capital - sdcr - tjmt (g1);0;0;0;1;0;0;0;0;0;0;0;98;0;76;9;0;25;0;0
central de administração - comarca de alta floresta - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;1;0;9;0;4;1;0;6;0;0
central de administração - comarca de alto araguaia - sdcr - tjmt (g1);0;0;0;4;1;0;0;7;0;0;0;1;0;2;0;0;5;0;0
central de administração - comarca de alto garças - sdcr - tjmt (g1);0;0;0;5;0;0;3;2;0;6;0;0;0;0;0;0;0;0;0
central de administração - comarca de alto taquari - sdcr - tjmt (g1);0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;1;0;0
central de administração - comarca de araputanga - sdcr - tjmt (g1);0;0;0;4;2;0;0;10;0;39;0;0;0;0;0;0;0;0;0
central de administração - comarca de arenápolis - sdcr - tjmt (g1);0;0;0;10;0;0;4;9;0;2;0;0;0;2;0;0;1;0;0
central de administração - comarca de aripuanã - sdcr - tjmt (g1);0;0;0;4;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0
central de administração - comarca de barra do garças - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
central de administração - comarca de brasnorte - sdcr - tjmt (g1);0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
central de administração - comarca de campinápolis - sdcr - tjmt (g1);0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
central de administração - comarca de campo novo do parecis - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;2;0;0
central de administração - comarca de campo verde - sdcr - tjmt (g1);0;0;0;13;0;0;0;0;0;3;0;3;0;0;0;0;1;0;0
central de administração - comarca de canarana - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0
central de administração - comarca de chapada dos guimarães - sdcr - tjmt (g1);0;0;0;4;0;0;0;0;0;3;0;0;0;2;0;0;2;0;0
central de administração - comarca de cláudia - sdcr - tjmt (g1);0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0
central de administração - comarca de colniza - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;10;0;0;0;3;0;0;0;0;0
central de administração - comarca de colíder - sdcr - tjmt (g1);0;0;0;7;0;0;0;6;1;29;0;0;0;3;0;0;0;0;0
central de administração - comarca de comodoro - sdcr - tjmt (g1);0;0;0;10;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0
central de administração - comarca de cotriguaçu - sdcr - tjmt (g1);0;0;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0
central de administração - comarca de cáceres - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0
central de administração - comarca de diamantino - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0
central de administração - comarca de dom aquino - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0
central de administração - comarca de guarantã do norte - sdcr - tjmt (g1);0;0;0;10;0;0;0;7;0;1;0;0;0;1;0;0;0;0;0
central de administração - comarca de guiratinga - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
central de administração - comarca de jaciara - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;2;0;5;0;3;0;0;0;0;0
central de administração - comarca de jauru - sdcr - tjmt (g1);0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
central de administração - comarca de juara - sdcr - tjmt (g1);0;0;0;11;0;0;0;10;0;15;0;0;0;1;0;0;1;0;0
central de administração - comarca de juscimeira - sdcr - tjmt (g1);0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
central de administração - comarca de juína - sdcr - tjmt (g1);0;0;0;7;0;0;0;6;0;14;0;0;0;1;0;0;3;0;0
central de administração - comarca de lucas do rio verde - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;1;0;0
central de administração - comarca de marcelândia - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
central de administração - comarca de matupá - sdcr - tjmt (g1);0;0;0;4;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0
central de administração - comarca de mirassol d´oeste - sdcr - tjmt (g1);0;0;0;1;0;0;0;3;0;6;0;2;0;10;0;0;1;0;0
central de administração - comarca de nobres - sdcr - tjmt (g1);0;0;0;15;0;0;0;12;0;4;0;3;0;0;0;0;0;0;0
central de administração - comarca de nortelândia - sdcr - tjmt (g1);0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
central de administração - comarca de nova canaã do norte - sdcr - tjmt (g1);0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
central de administração - comarca de nova monte verde - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
central de administração - comarca de nova mutum - sdcr - tjmt (g1);0;0;0;2;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0
central de administração - comarca de nova ubiratã - sdcr - tjmt (g1);0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de administração - comarca de nova xavantina - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;1;0;0
central de administração - comarca de novo são joaquim - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
central de administração - comarca de paranatinga - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0
central de administração - comarca de paranaíta - sdcr - tjmt (g1);0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
central de administração - comarca de pedra preta - sdcr - tjmt (g1);0;0;0;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
central de administração - comarca de peixoto de azevedo - sdcr - tjmt (g1);0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
central de administração - comarca de poconé - sdcr - tjmt (g1);0;0;0;5;0;0;0;0;0;1;0;3;0;0;1;0;1;0;0
central de administração - comarca de pontes e lacerda - sdcr - tjmt (g1);0;0;0;2;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0
central de administração - comarca de porto alegre do norte - sdcr - tjmt (g1);0;0;0;13;0;0;1;0;0;2;0;10;0;0;0;0;4;0;0
central de administração - comarca de porto dos gaúchos - sdcr - tjmt (g1);0;0;0;4;0;0;0;2;0;9;0;0;0;1;0;0;0;0;0
central de administração - comarca de porto esperidião - sdcr - tjmt (g1);0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
central de administração - comarca de primavera do leste - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0
central de administração - comarca de querência - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
central de administração - comarca de ribeirão cascalheira - sdcr - tjmt (g1);0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
central de administração - comarca de rio branco - sdcr - tjmt (g1);0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
central de administração - comarca de rondonópolis - sdcr - tjmt (g1);0;0;0;1;0;0;0;0;0;0;0;42;0;2;3;0;15;0;0
central de administração - comarca de rosário oeste - sdcr - tjmt (g1);0;0;0;5;0;0;0;3;0;2;0;0;0;1;0;0;0;0;0
central de administração - comarca de santo antônio de leverger - sdcr - tjmt (g1);0;0;0;14;0;0;0;3;0;3;0;1;0;0;1;0;5;0;0
central de administração - comarca de sapezal - sdcr - tjmt (g1);0;0;0;6;0;0;0;3;0;7;0;0;0;1;0;0;0;0;0
central de administração - comarca de sinop - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;180;4;0;4;0;0
central de administração - comarca de sorriso - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;1;0;0
central de administração - comarca de são félix do araguaia - sdcr - tjmt (g1);0;0;0;3;1;0;0;1;0;1;0;1;0;0;0;0;2;0;0
central de administração - comarca de são josé do rio claro - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
central de administração - comarca de são josé dos quatro marcos - sdcr - tjmt (g1);0;0;0;6;0;0;0;3;0;36;0;0;0;0;0;0;2;0;0
central de administração - comarca de tabaporã - sdcr - tjmt (g1);0;0;0;4;0;0;0;4;1;1;0;1;0;0;0;0;0;0;0
central de administração - comarca de tangará da serra - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0
central de administração - comarca de tapurah - sdcr - tjmt (g1);0;0;0;4;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0
central de administração - comarca de vera - sdcr - tjmt (g1);0;0;0;2;0;0;3;2;0;1;0;1;0;0;0;0;1;0;0
central de administração - comarca de vila bela - sdcr - tjmt (g1);0;0;0;9;0;0;2;3;1;3;0;7;0;1;0;0;2;0;0
central de administração - comarca de vila rica - sdcr - tjmt (g1);0;0;0;3;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
central de administração - comarca de várzea grande - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;12;10;0;2;0;0
central de administração - comarca de água boa - sdcr - tjmt (g1);0;0;0;24;0;0;0;1;0;2;0;0;0;2;0;0;1;0;0
central de administração - sdcr - tjmt (g1);0;0;0;38;0;0;7;8;1;3;0;35;0;7;10;0;8;0;0
central de audiência de custódia de curitiba - tjpr (g1);0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
central de avaliação e arrematação - tjrn (g1);172;0;0;0;0;0;0;0;0;0;0;62;0;979;1;0;3;0;0
central de cartas de ordem, precatória e rogatória da capital - tjpe (g1);0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;85;0;0
central de cartas de ordem, precatória e rogatória da comarca de jaboatão dos guararapes - tjpe (g1);0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;23;0;0
central de cartas de ordem, precatória e rogatória da comarca de olinda - tjpe (g1);0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;31;0;0
central de cartas de ordem, precatória e rogatória da comarca de paulista - tjpe (g1);0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0
central de cartas de ordem, precatória e rogatória de caruaru - tjpe (g1);0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;6;0;0
central de cumprimento de sent. - v. de fazenda pub. e autar - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;138;0;2;0;0;0;0;0
central de execução de penas alternativas - tjac (g1);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;21;0
central de execuções de penas alternativas - tjac (g1);0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;102;0
central de inquérito de teresina - tjpi (g1);0;0;0;820;0;0;4;0;8;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de anori - tjam (g1);0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de belo horizonte - tjmg (g1);0;1;0;377;0;0;20;0;1;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de beruri - tjam (g1);0;0;0;6;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de codajás - tjam (g1);0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de eirunepé - tjam (g1);0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de ipixuna - tjam (g1);0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de juruá - tjam (g1);0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de lábrea - tjam (g1);0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de manacapuru - tjam (g1);0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de manaus - tjam (g1);0;14;0;1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de maués - tjam (g1);0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de tabatinga - tjam (g1);0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de tapauá - tjam (g1);0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de tefé - tjam (g1);0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de inquéritos policiais da comarca de urucará - tjam (g1);0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de plantão criminal - tjam (g1);0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de plantão de comarca de tabatinga - tjam (g1);0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
central de precatórias - tjam (g1);0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;115;0;0
centrase cível de belo horizonte - central de cumprimento de sentenças - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;76;0;2;0;0;2;0;0
centrase fazenda pública estadual de belo horizonte - central de cumprimento de sentenças - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;382;0;68;0;0;0;0;0
centro de atendimento e conciliação do programa justiça nos bairros - cível - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
centro jud. de solução de conflitos - tjrr (g1);0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0
centro judici?rio de solu??o de conflitos e de cidadania de taguatinga - tjdft (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
centro judici?rio de solu??o de conflitos e de cidadania dos juizados especiais c?veis de bras?lia - tjdft (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
centro judiciário de resolução de conflitos e cidadania de corrente - tjpi (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
centro judiciário de resolução de conflitos e cidadania de oeiras - tjpi (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0
centro judiciário de solução de conflitos casa de justiça e cidadania - tjap (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
